change_id,change_title,change_category,change_type,site_id,initiating_dept_id,requestor_id,description,business_justification,product_impact,regulatory_impact,regulatory_filing_required,safety_impact,initiation_date,impact_assess_due_date,impact_assess_complete_dt,approval_date,implementation_date,close_date,status,approved_by,linked_capa_id,linked_deviation_id
CHG-0381,Minor Process change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,35,317,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-10-17,2024-10-31,2024-10-24,2024-11-07,2024-11-26,2024-12-07,Closed,299,CAPA-0036,
CHG-0382,Major Labeling change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,30,302,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-0,False,2024-12-08,2024-12-22,2024-12-15,2025-01-13,2025-03-20,,Approval,312,,
CHG-0383,Major Equipment change at Frankfurt QC Laboratory,Equipment,Major,SITE-EU-02,34,313,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,PAS,False,2024-08-28,2024-09-11,2024-09-06,2024-10-06,2024-11-26,2024-12-10,Closed,284,,
CHG-0384,Critical Equipment change at Frankfurt QC Laboratory,Equipment,Critical,SITE-EU-02,35,291,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-02-03,2024-02-17,2024-02-16,2024-03-01,2024-06-14,2024-06-19,Closed,309,CAPA-0162,
CHG-0385,Major Facility change at Frankfurt QC Laboratory,Labeling,Major,SITE-EU-02,36,314,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-11-07,2024-11-21,2024-11-24,2024-11-29,2025-01-25,,Implementation,308,,
CHG-0386,Minor Facility change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,34,316,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-30,False,2024-06-18,2024-07-02,2024-06-25,2024-08-01,2024-08-22,2024-08-28,Closed,299,,
CHG-0387,Minor Software change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,31,298,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-07-02,2024-07-16,2024-07-19,2024-07-21,2024-09-06,2024-09-14,Closed,317,,
CHG-0388,Critical Process change at Frankfurt QC Laboratory,Process,Critical,SITE-EU-02,34,287,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-04-01,2024-04-15,2024-04-16,2024-04-20,2024-07-24,2024-08-02,Closed,308,,
CHG-0389,Minor Facility change at Frankfurt QC Laboratory,Material,Minor,SITE-EU-02,32,290,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-12-28,2025-01-11,2025-01-08,2025-01-22,2025-02-20,,Implementation,315,CAPA-0039,
CHG-0390,Minor Material change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,34,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-05-23,2024-06-06,2024-06-11,2024-06-17,2024-06-29,2024-07-08,Closed,282,,
CHG-0391,Emergency Facility change at Frankfurt QC Laboratory,Facility,Emergency,SITE-EU-02,34,298,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-30,False,2024-06-06,2024-06-20,2024-06-14,2024-07-04,2024-06-21,2024-07-06,Closed,281,,
CHG-0392,Minor Labeling change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,33,292,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-04-15,2024-04-29,2024-04-24,2024-05-10,2024-05-18,2024-05-23,Closed,300,,
CHG-0393,Minor Equipment change at Frankfurt QC Laboratory,Equipment,Minor,SITE-EU-02,29,301,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-04-23,2024-05-07,2024-05-07,2024-05-15,2024-05-16,2024-05-28,Closed,312,CAPA-0190,
CHG-0394,Major Material change at Frankfurt QC Laboratory,Facility,Major,SITE-EU-02,34,290,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-06-15,2024-06-29,2024-07-02,2024-07-18,2024-09-01,2024-09-15,Closed,319,,
CHG-0395,Minor Process change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,36,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-04-27,2024-05-11,2024-05-04,2024-06-07,2024-05-30,2024-06-06,Closed,304,,
CHG-0396,Minor Material change at Frankfurt QC Laboratory,Material,Minor,SITE-EU-02,30,303,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-08-16,2024-08-30,2024-08-29,2024-09-01,2024-09-27,2024-10-10,Closed,307,CAPA-0079,
CHG-0397,Major Software change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,30,299,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-09-20,2024-10-04,2024-10-05,2024-11-02,2024-12-01,2024-12-09,Closed,306,,
CHG-0398,Major Software change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,30,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-12-23,2025-01-06,2025-01-10,2025-01-11,2025-03-22,,Approval,304,,
CHG-0399,Critical Software change at Hyderabad API Manufacturing,Equipment,Critical,SITE-AP-01,45,420,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-11-07,2022-11-21,2022-11-19,2022-12-15,2023-02-23,2023-03-03,Closed,379,,
CHG-0400,Major Facility change at Hyderabad API Manufacturing,Software,Major,SITE-AP-01,46,406,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-08-08,2022-08-22,2022-08-15,2022-08-28,2022-11-07,2022-11-21,Closed,440,,
CHG-0401,Minor Process change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,39,437,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,True,CBE-0,False,2022-03-06,2022-03-20,2022-03-17,2022-04-05,2022-04-17,2022-04-26,Closed,401,CAPA-0217,
CHG-0402,Major Labeling change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,39,361,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-08-05,2022-08-19,2022-08-18,2022-09-16,2022-10-14,2022-10-28,Closed,420,,
CHG-0403,Minor Material change at Hyderabad API Manufacturing,Equipment,Minor,SITE-AP-01,37,330,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-07-04,2022-07-18,2022-07-25,2022-07-31,2022-09-08,2022-09-16,Closed,395,,
CHG-0404,Minor Facility change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,44,412,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-08-25,2022-09-08,2022-09-08,2022-10-04,2022-10-19,2022-10-29,Closed,335,,
CHG-0405,Major Process change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,37,423,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-05-23,2022-06-06,2022-05-30,2022-06-23,2022-08-24,2022-08-30,Closed,386,,
CHG-0406,Minor Facility change at Hyderabad API Manufacturing,Facility,Minor,SITE-AP-01,38,321,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2022-11-08,2022-11-22,2022-11-26,2022-12-20,2022-12-13,2022-12-22,Closed,367,CAPA-0203,
CHG-0407,Major Facility change at Hyderabad API Manufacturing,Facility,Major,SITE-AP-01,40,330,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-12-17,2022-12-31,2022-12-24,2023-01-25,2023-04-08,2023-04-13,Closed,321,CAPA-0192,
CHG-0408,Major Facility change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,39,428,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-09-11,2022-09-25,2022-09-19,2022-10-18,2022-12-08,2022-12-14,Closed,349,,
CHG-0409,Minor Material change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,46,435,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-12-05,2022-12-19,2022-12-22,2022-12-22,2023-01-02,2023-01-17,Closed,409,,
CHG-0410,Minor Facility change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,45,356,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-10-24,2022-11-07,2022-11-03,2022-11-29,2022-11-24,2022-11-30,Closed,343,CAPA-0072,
CHG-0411,Major Equipment change at Hyderabad API Manufacturing,Labeling,Major,SITE-AP-01,45,360,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-12-12,2022-12-26,2022-12-25,2023-01-18,2023-02-24,2023-03-09,Closed,418,,
CHG-0412,Major Equipment change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,39,378,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-10-16,2022-10-30,2022-10-24,2022-11-28,2023-01-11,2023-01-20,Closed,363,,
CHG-0413,Major Material change at Hyderabad API Manufacturing,Material,Major,SITE-AP-01,37,355,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-02-21,2022-03-07,2022-03-05,2022-04-05,2022-05-05,2022-05-16,Closed,440,,
CHG-0414,Critical Equipment change at Hyderabad API Manufacturing,Labeling,Critical,SITE-AP-01,39,330,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-09-05,2022-09-19,2022-09-19,2022-10-19,2023-01-01,2023-01-14,Closed,429,,
CHG-0415,Major Labeling change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,46,430,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-09-27,2022-10-11,2022-10-15,2022-10-27,2022-12-17,2022-12-29,Closed,373,,
CHG-0416,Minor Material change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,42,348,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-01-11,2022-01-25,2022-01-26,2022-02-20,2022-02-27,2022-03-11,Closed,387,CAPA-0110,
CHG-0417,Minor Equipment change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,40,426,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-03-22,2022-04-05,2022-04-03,2022-04-10,2022-05-19,2022-05-31,Closed,411,,
CHG-0418,Minor Software change at Hyderabad API Manufacturing,Equipment,Minor,SITE-AP-01,43,335,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2022-08-12,2022-08-26,2022-08-21,2022-08-27,2022-09-15,2022-09-30,Closed,420,CAPA-0140,
CHG-0419,Emergency Equipment change at Hyderabad API Manufacturing,Facility,Emergency,SITE-AP-01,39,382,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-08-22,2022-09-05,2022-09-07,2022-09-27,2022-09-07,2022-09-14,Closed,337,,
CHG-0420,Minor Facility change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,42,423,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,True,None,False,2022-12-10,2022-12-24,2022-12-19,2023-01-20,2023-01-13,2023-01-28,Closed,424,CAPA-0090,
CHG-0421,Major Facility change at Hyderabad API Manufacturing,Labeling,Major,SITE-AP-01,40,330,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2022-10-28,2022-11-11,2022-11-18,2022-11-16,2023-02-10,2023-02-17,Closed,357,,
CHG-0422,Major Facility change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,45,339,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2022-12-01,2022-12-15,2022-12-19,2023-01-12,2023-03-08,2023-03-18,Closed,410,,
CHG-0423,Minor Labeling change at Hyderabad API Manufacturing,Equipment,Minor,SITE-AP-01,45,428,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,True,2022-10-18,2022-11-01,2022-11-08,2022-11-14,2022-12-08,2022-12-14,Closed,399,,
CHG-0424,Minor Equipment change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,40,351,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-09-19,2023-10-03,2023-10-07,2023-10-29,2023-11-09,2023-11-16,Closed,372,,
CHG-0425,Minor Process change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,41,424,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-06-01,2023-06-15,2023-06-18,2023-06-18,2023-08-03,2023-08-09,Closed,327,CAPA-0170,
CHG-0426,Major Labeling change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,38,399,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,None,False,2023-04-05,2023-04-19,2023-04-26,2023-05-02,2023-06-10,2023-06-24,Closed,370,,
CHG-0427,Minor Facility change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,43,330,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-01-16,2023-01-30,2023-01-23,2023-02-23,2023-02-20,2023-02-27,Closed,335,CAPA-0010,
CHG-0428,Major Software change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,41,408,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-03-09,2023-03-23,2023-03-29,2023-03-30,2023-06-15,2023-06-30,Closed,336,,
CHG-0429,Minor Material change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,42,402,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-03-07,2023-03-21,2023-03-21,2023-04-20,2023-05-04,2023-05-15,Closed,366,,
CHG-0430,Major Material change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,39,425,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-06-26,2023-07-10,2023-07-08,2023-07-27,2023-09-13,2023-09-25,Closed,366,,
CHG-0431,Minor Software change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,43,405,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-08-13,2023-08-27,2023-08-25,2023-09-06,2023-10-11,2023-10-24,Closed,392,,
CHG-0432,Minor Facility change at Hyderabad API Manufacturing,Equipment,Minor,SITE-AP-01,41,361,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-03-17,2023-03-31,2023-03-28,2023-04-14,2023-04-17,2023-04-23,Closed,376,,
CHG-0433,Major Software change at Hyderabad API Manufacturing,Material,Major,SITE-AP-01,43,332,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-03-02,2023-03-16,2023-03-11,2023-03-27,2023-06-14,2023-06-25,Closed,423,,
CHG-0434,Minor Labeling change at Hyderabad API Manufacturing,Facility,Minor,SITE-AP-01,43,400,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,CBE-30,False,2023-06-20,2023-07-04,2023-06-27,2023-07-27,2023-08-02,2023-08-12,Closed,369,,
CHG-0435,Emergency Equipment change at Hyderabad API Manufacturing,Software,Emergency,SITE-AP-01,41,335,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-15,2023-10-29,2023-10-23,2023-11-20,2023-10-28,2023-11-12,Closed,415,,
CHG-0436,Minor Software change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,43,394,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-02-11,2023-02-25,2023-02-28,2023-03-12,2023-03-17,2023-03-30,Closed,358,,
CHG-0437,Emergency Facility change at Hyderabad API Manufacturing,Labeling,Emergency,SITE-AP-01,43,376,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-04-13,2023-04-27,2023-05-01,2023-05-09,2023-05-18,2023-05-24,Closed,413,,
CHG-0438,Minor Labeling change at Hyderabad API Manufacturing,Facility,Minor,SITE-AP-01,42,415,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-02-27,2023-03-13,2023-03-17,2023-04-12,2023-05-08,2023-05-13,Closed,437,,
CHG-0439,Emergency Process change at Hyderabad API Manufacturing,Process,Emergency,SITE-AP-01,37,376,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-09-15,2023-09-29,2023-09-26,2023-10-21,2023-10-08,2023-10-23,Closed,356,CAPA-0109,
CHG-0440,Critical Equipment change at Hyderabad API Manufacturing,Equipment,Critical,SITE-AP-01,45,425,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-01-06,2023-01-20,2023-01-27,2023-01-23,2023-04-15,2023-04-30,Closed,438,,
CHG-0441,Minor Process change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,40,355,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2023-10-02,2023-10-16,2023-10-21,2023-10-28,2023-12-09,2023-12-16,Closed,358,,
CHG-0442,Minor Process change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,45,423,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-04-01,2023-04-15,2023-04-19,2023-04-26,2023-04-28,2023-05-06,Closed,432,,
CHG-0443,Major Facility change at Hyderabad API Manufacturing,Labeling,Major,SITE-AP-01,43,418,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-05-25,2023-06-08,2023-06-06,2023-07-04,2023-09-10,2023-09-15,Closed,387,,
CHG-0444,Major Facility change at Hyderabad API Manufacturing,Facility,Major,SITE-AP-01,41,373,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-08-21,2023-09-04,2023-08-29,2023-09-06,2023-11-21,2023-12-04,Closed,355,,
CHG-0445,Major Process change at Hyderabad API Manufacturing,Facility,Major,SITE-AP-01,40,366,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,True,CBE-0,False,2023-10-28,2023-11-11,2023-11-10,2023-11-12,2024-02-17,2024-02-22,Closed,338,,
CHG-0446,Major Labeling change at Hyderabad API Manufacturing,Software,Major,SITE-AP-01,41,326,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-01-01,2023-01-15,2023-01-12,2023-01-19,2023-03-31,2023-04-14,Closed,367,,
CHG-0447,Minor Software change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,37,345,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-12-09,2023-12-23,2023-12-25,2023-12-31,2024-01-31,2024-02-10,Closed,437,,
CHG-0448,Minor Labeling change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,40,362,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-12-02,2023-12-16,2023-12-22,2024-01-11,2024-01-24,2024-02-08,Closed,356,CAPA-0144,
CHG-0449,Minor Software change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,43,440,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-10-24,2023-11-07,2023-11-10,2023-12-02,2023-12-15,2023-12-26,Closed,419,CAPA-0008,
CHG-0450,Minor Equipment change at Hyderabad API Manufacturing,Facility,Minor,SITE-AP-01,45,377,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-07-15,2023-07-29,2023-07-28,2023-08-08,2023-09-13,2023-09-19,Closed,391,CAPA-0019,
CHG-0451,Critical Software change at Hyderabad API Manufacturing,Material,Critical,SITE-AP-01,45,415,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-08-15,2023-08-29,2023-08-23,2023-09-24,2023-12-08,2023-12-19,Closed,334,,
CHG-0452,Major Equipment change at Hyderabad API Manufacturing,Process,Major,SITE-AP-01,46,398,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2023-11-09,2023-11-23,2023-11-21,2023-11-23,2024-02-13,2024-02-28,Closed,394,,
CHG-0453,Major Process change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,40,357,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-08-04,2023-08-18,2023-08-20,2023-09-12,2023-10-19,2023-10-25,Closed,391,,
CHG-0454,Major Software change at Hyderabad API Manufacturing,Software,Major,SITE-AP-01,38,429,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-01-08,2023-01-22,2023-01-24,2023-02-05,2023-04-17,2023-04-24,Closed,390,,
CHG-0455,Minor Equipment change at Hyderabad API Manufacturing,Facility,Minor,SITE-AP-01,46,347,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2023-01-27,2023-02-10,2023-02-05,2023-02-26,2023-03-26,2023-04-01,Closed,437,,
CHG-0456,Minor Material change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,38,374,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,True,None,False,2024-01-21,2024-02-04,2024-02-02,2024-02-17,2024-02-27,2024-03-07,Closed,344,,
CHG-0457,Minor Process change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,45,350,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-01-12,2024-01-26,2024-02-02,2024-02-09,2024-03-20,2024-03-25,Closed,416,,
CHG-0458,Minor Labeling change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,45,402,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-03-25,2024-04-08,2024-04-12,2024-04-27,2024-05-03,2024-05-11,Closed,386,,
CHG-0459,Minor Process change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,42,406,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-08-12,2024-08-26,2024-09-01,2024-09-14,2024-09-24,2024-10-03,Closed,361,CAPA-0074,
CHG-0460,Minor Equipment change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,40,433,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-07-12,2024-07-26,2024-07-29,2024-08-22,2024-08-19,2024-08-26,Closed,392,,
CHG-0461,Minor Equipment change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,38,359,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-05-18,2024-06-01,2024-06-06,2024-06-01,2024-07-10,2024-07-23,Closed,333,CAPA-0041,
CHG-0462,Minor Equipment change at Hyderabad API Manufacturing,Software,Minor,SITE-AP-01,43,331,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-07-05,2024-07-19,2024-07-12,2024-07-19,2024-09-11,2024-09-18,Closed,326,,
CHG-0463,Major Software change at Hyderabad API Manufacturing,Labeling,Major,SITE-AP-01,42,412,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2024-01-13,2024-01-27,2024-01-28,2024-02-02,2024-04-18,2024-04-30,Closed,354,,
CHG-0464,Minor Equipment change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,45,424,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-12-03,2024-12-17,2024-12-16,2025-01-13,2025-01-29,,Implementation,396,,
CHG-0465,Major Material change at Hyderabad API Manufacturing,Equipment,Major,SITE-AP-01,41,402,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-08-17,2024-08-31,2024-09-05,2024-09-21,2024-11-22,2024-11-27,Closed,352,,
CHG-0466,Minor Labeling change at Hyderabad API Manufacturing,Process,Minor,SITE-AP-01,39,380,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,True,None,False,2024-03-20,2024-04-03,2024-04-10,2024-04-19,2024-04-28,2024-05-07,Closed,423,,
CHG-0467,Minor Software change at Hyderabad API Manufacturing,Equipment,Minor,SITE-AP-01,43,366,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-06-26,2024-07-10,2024-07-03,2024-07-29,2024-09-04,2024-09-09,Closed,370,,
CHG-0468,Major Facility change at Hyderabad API Manufacturing,Software,Major,SITE-AP-01,38,322,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-03-12,2024-03-26,2024-03-30,2024-04-01,2024-05-30,2024-06-09,Closed,357,CAPA-0159,
CHG-0469,Major Software change at Hyderabad API Manufacturing,Material,Major,SITE-AP-01,37,335,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,True,None,False,2024-12-23,2025-01-06,2025-01-07,2025-01-16,2025-04-09,,Implementation,373,,
CHG-0470,Minor Material change at Hyderabad API Manufacturing,Material,Minor,SITE-AP-01,38,388,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-05-16,2024-05-30,2024-05-31,2024-06-16,2024-06-20,2024-06-27,Closed,399,,
CHG-0471,Minor Facility change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,43,403,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-04-21,2024-05-05,2024-05-05,2024-05-18,2024-06-03,2024-06-08,Closed,335,,
CHG-0472,Minor Material change at Hyderabad API Manufacturing,Labeling,Minor,SITE-AP-01,46,385,Change to improve compliance and quality in Hyderabad API Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2024-02-04,2024-02-18,2024-02-16,2024-03-15,2024-02-29,2024-03-12,Closed,398,,
